"Catchment area";"2015";"2018"
1;1227.59;2435.65
2;1954.54;3710.89
3;1773.31;3325.0
4;1117.24;2579.2
5;188.83;488.1
6;647.86;1304.16
7;855.14;2325.52
8;1645.37;3193.35
9;1040.28;1973.45
10;554.69;1030.92
11;1822.44;2322.72
